,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,$p13$,$l13$,$r13$,$\gamma13$,$l14$,$p14$
397,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
398,1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
399,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
400,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
401,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
402,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
403,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
404,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0,0,0.7025694706169645,0.8595636038384941,-0.7025694706169645,0.6357533375478005,0.9231389375932741,0.715681253919378
405,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3659825947660783,0.9512694732082705,0.7213704076627278
406,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
407,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
408,1,1,1,0,0,8300,0.0,152.0,300.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
409,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
410,0,0,1,1,1,3867,0.0,62.0,360.0,1.0,1,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
412,1,1,0,1,0,6096,0.0,218.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
413,1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
414,0,1,0,1,0,2149,3237.0,178.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
415,0,0,0,0,0,2995,0.0,60.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
416,0,0,1,0,0,2600,0.0,160.0,360.0,1.0,2,0,0.7025694706169645,0.8595636038384941,-0.7025694706169645,0.3103056330390686,0.8905941671424009,0.7090127725863611
417,1,1,2,0,1,1600,20000.0,239.0,360.0,1.0,2,0,0.769316076489186,1.2044534307423327,-0.769316076489186,0.0020519154184783454,1.2046586222841804,0.7693524895839756
418,1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,0,1,0.7865673513042185,1.304357032922855,0.2134326486957815,0.01911517368982732,1.3062685502918379,0.7868880794357624
419,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
420,1,1,0,0,0,5829,0.0,138.0,360.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
422,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
424,1,1,0,0,0,14880,0.0,96.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
425,1,1,0,0,0,2666,4300.0,121.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
426,0,0,1,1,0,4606,0.0,81.0,360.0,1.0,0,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3659825947660783,0.9512694732082705,0.7213704076627278
427,1,1,2,0,0,5935,0.0,133.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
428,1,1,0,0,0,2920,16.12000084,87.0,360.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
429,1,0,0,1,0,2717,0.0,60.0,180.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
430,0,0,1,0,1,8624,0.0,150.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
431,1,0,0,0,0,6500,0.0,105.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
433,1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
434,1,0,0,0,0,3750,0.0,100.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
436,1,0,0,0,0,1926,1851.0,50.0,360.0,1.0,1,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
438,1,0,0,0,1,10416,0.0,187.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
439,0,1,0,1,1,7142,0.0,138.0,360.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
440,1,0,0,0,0,3660,5064.0,187.0,360.0,1.0,1,1,0.6545258756271753,0.6389933723959716,0.34547412437282465,-1.5849431579974214,0.4804990565962295,0.617865712790236
441,1,1,0,0,0,7901,1833.0,180.0,360.0,1.0,0,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
442,1,0,3,1,0,4707,1993.0,148.0,360.0,1.0,1,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,0.6357533375478005,0.7185712316736155,0.6722923149845785
443,1,0,1,0,0,37719,0.0,152.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
445,1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
446,1,1,2,1,0,4652,0.0,110.0,360.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3659825947660783,1.3579235253479067,0.795422008912774
448,1,1,2,0,0,3340,1710.0,150.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
450,1,1,2,1,0,2309,1255.0,125.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
452,1,1,0,0,0,3948,1733.0,149.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
453,1,1,0,0,0,2483,2466.0,90.0,180.0,0.0,0,1,0.2636011938096454,-1.027334496728439,0.7363988061903546,-0.8439522076231205,-1.111729717490751,0.24754855640590148
454,1,0,0,0,1,7085,0.0,84.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
455,1,1,2,0,0,3859,0.0,96.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
456,1,1,0,0,0,4301,0.0,118.0,360.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3659825947660783,1.3579235253479067,0.795422008912774
457,1,1,0,0,0,3708,2569.0,173.0,360.0,1.0,2,0,0.7399382097017709,1.0456474245356082,-0.7399382097017709,-1.5849431579974214,0.8871531087358661,0.7083023249583722
458,1,0,2,0,0,4354,0.0,136.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3659825947660783,0.9512694732082705,0.7213704076627278
459,1,1,0,0,0,8334,0.0,160.0,360.0,1.0,1,0,0.7800945854996683,1.2662176559781304,-0.7800945854996683,0.6357533375478005,1.3297929897329104,0.7908063907999269
461,1,1,3,0,0,7740,0.0,128.0,180.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
462,1,1,0,0,0,3015,2188.0,153.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
464,1,0,0,0,0,4166,0.0,98.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
465,1,0,0,0,0,6000,0.0,140.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
466,1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
469,1,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,0.7430057266238076,1.061649950058472,-0.7430057266238076,0.3659825947660783,1.0982482095350798,0.7499317289492948
470,1,1,1,0,1,3450,2079.0,162.0,360.0,1.0,1,1,0.7464985000997506,1.0800238679537542,0.2535014999002494,-1.5849431579974214,0.921529552154012,0.7153536599586492
471,1,1,1,1,0,2653,1500.0,113.0,180.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
472,1,1,3,0,0,4691,0.0,100.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3659825947660783,1.3579235253479067,0.795422008912774
474,1,0,2,0,0,5532,4648.0,162.0,360.0,1.0,0,1,0.6622573061917765,0.6733698158141175,0.3377426938082235,0.6357533375478005,0.7369451495688976,0.6763274836923249
475,1,1,2,0,1,16525,1014.0,150.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
476,1,1,2,0,0,6700,1750.0,230.0,300.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
478,1,1,1,0,1,16667,2250.0,86.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
480,0,0,0,1,0,4350,0.0,154.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3659825947660783,0.9512694732082705,0.7213704076627278
481,1,1,3,1,0,3095,0.0,113.0,360.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
482,1,1,0,0,0,2083,3150.0,128.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
483,1,1,0,0,0,10833,0.0,234.0,360.0,1.0,1,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
484,1,1,2,0,0,8333,0.0,246.0,360.0,1.0,1,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
485,1,1,1,1,0,1958,2436.0,131.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
486,1,0,2,0,0,3547,0.0,80.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
487,1,1,1,0,0,18333,0.0,500.0,360.0,1.0,2,0,0.6476037938360795,0.6085229517934365,-0.6476037938360795,0.6357533375478005,0.6720982855482166,0.661972841102599
488,1,1,2,0,1,4583,2083.0,160.0,360.0,1.0,1,1,0.7464985000997506,1.0800238679537542,0.2535014999002494,0.3659825947660783,1.116622127430362,0.753361618354333
489,1,0,0,0,0,2435,0.0,75.0,360.0,1.0,2,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
492,1,0,0,1,0,3691,0.0,110.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
493,0,0,0,1,1,17263,0.0,225.0,360.0,1.0,1,1,0.7025694706169645,0.8595636038384941,0.2974305293830355,0.6357533375478005,0.9231389375932741,0.715681253919378
494,1,1,0,0,0,3597,2157.0,119.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
495,0,1,1,0,0,3326,913.0,105.0,84.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
496,1,1,0,1,0,2600,1700.0,107.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
498,1,1,1,0,1,2895,0.0,95.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
499,1,0,0,0,0,6283,4416.0,209.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
500,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0,1,0.6516611560134161,0.6263490318073602,0.3483388439865839,0.01911517368982732,0.628260549176343,0.6520949424535258
501,0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
502,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
504,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
505,1,1,2,0,0,3510,4416.0,243.0,360.0,1.0,0,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
508,1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
509,0,0,1,0,0,13262,0.0,40.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
510,1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0,0,0.6581353921082581,0.6549958979188354,-0.6581353921082581,-1.5849431579974214,0.49650158211909323,0.6216368384845538
511,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
512,1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
513,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,0,0.7430057266238076,1.061649950058472,-0.7430057266238076,-1.5849431579974214,0.9031556342587298,0.7115975545024212
514,1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,0,0,0.7726799438596365,1.2235059552862892,-0.7726799438596365,0.6357533375478005,1.2870812890410692,0.7836527573635848
515,1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
516,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,1,0.6659577693090615,0.6899588349057059,0.3340422306909385,-1.5849431579974214,0.5314645191059637,0.6298246229757983
518,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,0,0.6545258756271753,0.6389933723959716,-0.6545258756271753,0.3659825947660783,0.6755916318725794,0.6627540861955794
519,0,0,0,1,0,3400,0.0,95.0,360.0,1.0,0,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
520,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
521,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
522,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
523,1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,0,1,0.7373901985353568,1.0324479079217186,0.2626098014646432,0.6357533375478005,1.0960232416764986,0.7495142395462568
525,1,1,2,0,1,17500,0.0,400.0,360.0,1.0,0,1,0.6048062211975116,0.42553188733069575,0.3951937788024884,0.6357533375478005,0.4891072210854758,0.6198960939055717
526,1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
527,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,1,0.2636011938096454,-1.027334496728439,0.7363988061903546,-0.8439522076231205,-1.111729717490751,0.24754855640590148
528,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
529,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
531,1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3659825947660783,1.3579235253479067,0.795422008912774
532,1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
534,0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
536,1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2,1,0.7712598974371929,1.2154389723844594,0.22874010256280708,0.6357533375478005,1.2790143061392394,0.7822819428079169
537,1,0,2,0,0,3617,0.0,107.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
538,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0,0,0.7894021117266881,1.3213252658712988,-0.7894021117266881,0.3103056330390686,1.3523558291752058,0.7945145105677534
539,1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
540,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.3659825947660783,1.0982482095350798,0.7499317289492948
541,0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
543,1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
545,1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
546,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1,0,0.6254496922464776,0.512744771553662,-0.6254496922464776,0.3103056330390686,0.5437753348575689,0.6326902189760287
547,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
548,0,0,0,0,0,5000,0.0,103.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
549,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
552,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
553,1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
554,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
555,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
557,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
558,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,1,0.7464985000997506,1.0800238679537542,0.2535014999002494,-1.5849431579974214,0.921529552154012,0.7153536599586492
559,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
560,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
561,0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1,1,0.6048062211975116,0.42553188733069575,0.3951937788024884,0.6357533375478005,0.4891072210854758,0.6198960939055717
562,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
563,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
564,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
566,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
567,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
568,0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
569,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
570,1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
572,1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
573,1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1,0,0.6623884762273036,0.6739563093828423,-0.6623884762273036,0.6357533375478005,0.7375316431376224,0.6764558589096159
574,1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1,0,0.7894021117266881,1.3213252658712988,-0.7894021117266881,0.6357533375478005,1.3849005996260788,0.7997769049147031
575,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
577,1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
578,1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
580,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
581,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,0,0.6581353921082581,0.6549958979188354,-0.6581353921082581,-1.5849431579974214,0.49650158211909323,0.6216368384845538
582,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
584,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
585,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,0,0.7399382097017709,1.0456474245356082,-0.7399382097017709,0.3659825947660783,1.082245684012216,0.7469187228963817
586,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
587,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
589,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
